District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Adilabad,Tamsi,30-Mar-21,0,20.4,40.9,11.8,45.2,0,5.5
Adilabad,Tamsi,31-Mar-21,0,24.7,40.2,13.8,63.3,0,16.5
Adilabad,Talamadugu,01-Jan-21,0,12.3,29.4,41.2,94.2,0,3.3
Adilabad,Talamadugu,02-Jan-21,0,13.9,28.4,39.5,100,0,3.9
Adilabad,Talamadugu,03-Jan-21,0,12.2,30,41.2,100,0,2.9
Adilabad,Talamadugu,04-Jan-21,0,14,29.9,35.2,100,0,2.7
Adilabad,Talamadugu,05-Jan-21,0,14.3,31.1,33,100,0,1.9
Adilabad,Talamadugu,06-Jan-21,0,17.5,29.8,49.6,99.8,0,2.4
Adilabad,Talamadugu,07-Jan-21,0,20.3,29.7,57.7,100,0,2.4
Adilabad,Talamadugu,08-Jan-21,0,21.5,29.1,61.6,100,0,2.9
Adilabad,Talamadugu,09-Jan-21,0,17.5,30.9,50.9,100,0,2.8
Adilabad,Talamadugu,10-Jan-21,0,15,32.7,20.9,85.5,0,4.1
Adilabad,Talamadugu,11-Jan-21,0,15.9,33.9,13.4,78.9,0,2
Adilabad,Talamadugu,12-Jan-21,0,16.9,32.6,28.5,100,0,3.2
Adilabad,Talamadugu,13-Jan-21,0,15.7,32.5,40.9,100,0,2.7
Adilabad,Talamadugu,14-Jan-21,0,14,30.7,41.2,100,0,2.7
Adilabad,Talamadugu,15-Jan-21,0,11.9,30.7,36.3,100,0,3.8
Adilabad,Talamadugu,16-Jan-21,0,13.7,31,30,93,0,4.4
Adilabad,Talamadugu,17-Jan-21,0,14.6,31.3,30.7,100,0,2.5
Adilabad,Talamadugu,18-Jan-21,0,14.8,32.4,27.5,98.5,0,3.9
Adilabad,Talamadugu,19-Jan-21,0,16.1,31.1,32.6,93,0,2
Adilabad,Talamadugu,20-Jan-21,0,18.6,33.6,36.6,83.5,0.1,2.6
Adilabad,Talamadugu,21-Jan-21,0,16.7,32.6,35,93,0,4.4
Adilabad,Talamadugu,22-Jan-21,0,12.5,30.9,25.9,91.6,0,2.3
Adilabad,Talamadugu,23-Jan-21,0,13.5,31.4,26.2,81.4,0,3.8
Adilabad,Talamadugu,24-Jan-21,0,17.5,33.9,28.4,90.6,0,2.4
Adilabad,Talamadugu,25-Jan-21,0,16,33.4,36.1,86.6,0,2.3
Adilabad,Talamadugu,26-Jan-21,0,16.3,32.6,39.3,100,0,2
Adilabad,Talamadugu,27-Jan-21,0,14.9,32.3,38.8,100,0,2.4
Adilabad,Talamadugu,28-Jan-21,0,19.2,31.9,37.2,96.2,0,1.7
Adilabad,Talamadugu,29-Jan-21,0,19.3,31.7,43.7,97.6,0,2.5
Adilabad,Talamadugu,30-Jan-21,0,13.7,31.5,40.4,93.3,0,3.6
Adilabad,Talamadugu,31-Jan-21,0,11.4,27.3,26.7,83.8,0,3.1
Adilabad,Talamadugu,01-Feb-21,0,12.4,30.2,27.2,81.3,0,3.3
Adilabad,Talamadugu,02-Feb-21,0,10.1,31.2,19.6,84.3,0,4.4
Adilabad,Talamadugu,03-Feb-21,0,10.4,31.2,11.6,82.4,0,4
Adilabad,Talamadugu,04-Feb-21,0,12.7,32.1,8.5,70.2,0,4
Adilabad,Talamadugu,05-Feb-21,0,13.8,31.4,10.8,75.7,0,6.2
Adilabad,Talamadugu,06-Feb-21,0,14.5,32.1,14.7,78.4,0,5.5
Adilabad,Talamadugu,07-Feb-21,0,10.4,30.8,27.2,94.2,0,9.1
Adilabad,Talamadugu,08-Feb-21,0,7.8,29.3,19.4,79.4,0.1,4.3
Adilabad,Talamadugu,09-Feb-21,0,9.6,29.4,13.8,69,0,1.8
Adilabad,Talamadugu,10-Feb-21,0,9.7,30.8,10.2,72.9,0,5
Adilabad,Talamadugu,11-Feb-21,0,11.8,32.3,12.2,74.2,0,2.2
Adilabad,Talamadugu,12-Feb-21,0,14.4,32.6,12.2,76.8,0,1.4
Adilabad,Talamadugu,13-Feb-21,0,16.2,32.2,20.4,76.5,0,2.2
Adilabad,Talamadugu,14-Feb-21,0,18,34.2,23,74.1,0,1.4
Adilabad,Talamadugu,15-Feb-21,0,20.7,32.7,24.9,68.7,0,2
Adilabad,Talamadugu,16-Feb-21,0,18.1,33.6,24.3,73,0,2.5
Adilabad,Talamadugu,17-Feb-21,0,17.9,34.2,23.6,83.3,0,5.8
Adilabad,Talamadugu,18-Feb-21,0,17.2,30.2,35.2,85.5,0,2.1
Adilabad,Talamadugu,19-Feb-21,0.4,15.8,26,49.8,100,0,4.5
Adilabad,Talamadugu,20-Feb-21,0.2,12.9,22.5,65.3,100,0,5.7
Adilabad,Talamadugu,21-Feb-21,0,15.5,30.1,39,86.6,0,3
Adilabad,Talamadugu,22-Feb-21,0,16.4,31.3,32.6,83.3,0,2.7
Adilabad,Talamadugu,23-Feb-21,0,14.3,33,16,71.5,0,1.9
Adilabad,Talamadugu,24-Feb-21,0,14.9,34,16.1,77.1,0,4.7
Adilabad,Talamadugu,25-Feb-21,0,14.5,35.8,12.4,76.1,0,3.7
Adilabad,Talamadugu,26-Feb-21,0,17.6,37.1,10,61.9,0,4.2
Adilabad,Talamadugu,27-Feb-21,0,17.9,36.3,17.4,54.8,0,6.4
Adilabad,Talamadugu,28-Feb-21,0,17.8,35.6,11.3,55.2,0.2,3.7
Adilabad,Talamadugu,01-Mar-21,0,22.8,36.5,8.8,53.7,0,3.4
Adilabad,Talamadugu,02-Mar-21,0,18.9,36.9,10,60.5,0,2.3
Adilabad,Talamadugu,03-Mar-21,0,15.2,36.7,8.8,60.8,0,2.8
Adilabad,Talamadugu,04-Mar-21,0,14.1,35.4,8.8,59.8,0,2.7
Adilabad,Talamadugu,05-Mar-21,0,21.3,36.3,5.6,48.8,0,1.8
Adilabad,Talamadugu,06-Mar-21,0,16.3,36.4,7.5,53.5,0,4.7
Adilabad,Talamadugu,07-Mar-21,0,15.8,37.2,6.7,54.7,0,4.3
Adilabad,Talamadugu,08-Mar-21,0,20.2,37.2,9.4,55.3,0,1.9
Adilabad,Talamadugu,09-Mar-21,0,21.6,36.9,11.3,72.1,0,4.1
Adilabad,Talamadugu,10-Mar-21,0,22.2,36.5,15.7,67.1,0,4.6
Adilabad,Talamadugu,11-Mar-21,0,23.1,36.4,13.8,65.9,0.1,2.4
Adilabad,Talamadugu,12-Mar-21,0,18.4,37.1,10.6,72.2,0,4.5
Adilabad,Talamadugu,13-Mar-21,0,20.9,36.6,12.5,72.1,0.1,3.6
Adilabad,Talamadugu,14-Mar-21,0,16.2,33.9,19.4,71.8,0,3.5
Adilabad,Talamadugu,15-Mar-21,0,18.7,35.8,11.7,59.3,0,3.4
Adilabad,Talamadugu,16-Mar-21,0,19.3,35.8,13.6,71.3,0,2.1
Adilabad,Talamadugu,17-Mar-21,0,21.2,37.1,16.3,67.6,0,4
Adilabad,Talamadugu,18-Mar-21,0,23.2,36.6,16.1,71.9,0,2.1
Adilabad,Talamadugu,19-Mar-21,0,23,37.2,17.6,68.1,0,2.7
Adilabad,Talamadugu,20-Mar-21,0,21.1,33.5,25.8,75.6,0,3
Adilabad,Talamadugu,21-Mar-21,0,19.1,34.6,23.2,82.9,0,5.5
Adilabad,Talamadugu,22-Mar-21,0,20.5,36.8,16.3,58,0.1,8.5
Adilabad,Talamadugu,23-Mar-21,1,21.5,35.2,20.2,81.6,0,3.6
Adilabad,Talamadugu,24-Mar-21,0,17.9,32.9,26.8,78.1,0,3.5
Adilabad,Talamadugu,25-Mar-21,0,20.7,36.4,21.3,62.4,0,4.7
Adilabad,Talamadugu,26-Mar-21,0,21.4,36.8,14.4,52.9,0,3.1
Adilabad,Talamadugu,27-Mar-21,0,19.3,37.4,11.3,34.9,1.7,3.7
Adilabad,Talamadugu,28-Mar-21,0,20.9,38,7.6,40.6,0,8
Adilabad,Talamadugu,29-Mar-21,0,22.8,39.9,5.1,41,0,4.7
Adilabad,Talamadugu,30-Mar-21,0,22.9,40.9,5.1,34.6,0,3.6
Adilabad,Talamadugu,31-Mar-21,0,23.6,40.3,6.3,63.3,0,9.5
Adilabad,Bazarhathnoor,01-Jan-21,0,11.4,29.2,39.7,89.2,0,1.5
Adilabad,Bazarhathnoor,02-Jan-21,0,12.9,28.1,48.7,93.2,0,1.6
Adilabad,Bazarhathnoor,03-Jan-21,0,10.3,31.1,44,95.3,0,1.5
Adilabad,Bazarhathnoor,04-Jan-21,0,11.6,29.2,41.4,93.7,0,1.3
Adilabad,Bazarhathnoor,05-Jan-21,0,12.5,28.7,42,91.7,0,2.1
Adilabad,Bazarhathnoor,06-Jan-21,0,14.9,28.9,48.7,89.6,0,1.3
Adilabad,Bazarhathnoor,07-Jan-21,0,18.7,28.9,53,91.3,0,1.7
Adilabad,Bazarhathnoor,08-Jan-21,0,20.1,26.4,61.3,87.3,0,1.5
Adilabad,Bazarhathnoor,09-Jan-21,0,15.8,31,46.3,89.2,0,1.5
Adilabad,Bazarhathnoor,10-Jan-21,0,12.9,30.4,29.7,85.3,0,2.6
Adilabad,Bazarhathnoor,11-Jan-21,0,13.3,32.2,25.7,85.3,0,0.8
Adilabad,Bazarhathnoor,12-Jan-21,0,14.5,32.6,37.6,88.7,0,1.6
Adilabad,Bazarhathnoor,13-Jan-21,0,15.7,32.7,39.8,88.3,0,1.4
Adilabad,Bazarhathnoor,14-Jan-21,0,13.4,30.9,37.2,88.9,0,1.4
Adilabad,Bazarhathnoor,15-Jan-21,0,11.5,30.5,37.2,88,0,1.7
Adilabad,Bazarhathnoor,16-Jan-21,0,12.8,31.7,36.1,85.3,0,1.5
Adilabad,Bazarhathnoor,17-Jan-21,0,13.6,31.9,35.9,88,0,0.9
Adilabad,Bazarhathnoor,18-Jan-21,0,12.8,30.4,38.9,88.5,0,5
Adilabad,Bazarhathnoor,19-Jan-21,0,13.5,31.1,40.6,91.7,0,3
Adilabad,Bazarhathnoor,20-Jan-21,0,14.5,31.4,41.8,88.9,0,1.7
Adilabad,Bazarhathnoor,21-Jan-21,0,15.7,31.6,40.1,84.6,0,4.3
Adilabad,Bazarhathnoor,22-Jan-21,0,11.6,30.1,37.2,84,0,7
Adilabad,Bazarhathnoor,23-Jan-21,0,11.7,31.9,30.7,82.4,0,4.9
Adilabad,Bazarhathnoor,24-Jan-21,0,14.2,32.6,41,90.6,0.1,3.5
Adilabad,Bazarhathnoor,25-Jan-21,0,14.7,33.2,41,87.8,0,7.5
Adilabad,Bazarhathnoor,26-Jan-21,0,14.8,31.9,45,91.5,0,4.2
Adilabad,Bazarhathnoor,27-Jan-21,0,16.8,31,44,80.5,0,4.8
Adilabad,Bazarhathnoor,28-Jan-21,0,15.8,30.7,45.1,90.8,0.1,3.4
Adilabad,Bazarhathnoor,29-Jan-21,0,15.4,30.1,48.7,90.6,0,5.9
Adilabad,Bazarhathnoor,30-Jan-21,0,15.8,30.6,44,78.9,0.1,8.6
Adilabad,Bazarhathnoor,31-Jan-21,0,14.3,26.8,38.8,67.6,0,5.6
Adilabad,Bazarhathnoor,01-Feb-21,0,12.9,29.6,38.1,71.9,0,5.8
Adilabad,Bazarhathnoor,02-Feb-21,0,8.6,32.5,26,83.1,0.1,5.5
Adilabad,Bazarhathnoor,03-Feb-21,0,8.1,31.1,19.7,79.5,0.1,6.1
Adilabad,Bazarhathnoor,04-Feb-21,0,8.4,31.3,18,81.7,0.1,6
Adilabad,Bazarhathnoor,05-Feb-21,0,9.8,29.4,21,82.4,0,8.9
Adilabad,Bazarhathnoor,06-Feb-21,0,11.7,31.8,27.7,78.8,0,5.8
Adilabad,Bazarhathnoor,07-Feb-21,0,14.3,29.9,31.8,67.7,0.1,5.2
Adilabad,Bazarhathnoor,08-Feb-21,0,10.5,28.2,28.5,68.8,0.1,5.9
Adilabad,Bazarhathnoor,09-Feb-21,0,7.1,28.5,22.1,75.5,0.1,5.8
Adilabad,Bazarhathnoor,10-Feb-21,0,8.4,31.5,20.2,81.3,0,4.2
Adilabad,Bazarhathnoor,11-Feb-21,0,10.3,32.3,21.9,79.7,0,3.4
Adilabad,Bazarhathnoor,12-Feb-21,0,11.5,32.2,19.2,83.3,0,4.9
Adilabad,Bazarhathnoor,13-Feb-21,0,12.9,31.9,33.1,81.7,0,5
Adilabad,Bazarhathnoor,14-Feb-21,0,12.9,32.4,32.2,83.5,0,5.6
Adilabad,Bazarhathnoor,15-Feb-21,0,17.5,32.2,32.8,75.5,0,5.2
Adilabad,Bazarhathnoor,16-Feb-21,0,16.5,32.5,31.5,80,0,7.5
Adilabad,Bazarhathnoor,17-Feb-21,0,17.5,32.2,30.6,77.1,0,6.4
Adilabad,Bazarhathnoor,18-Feb-21,0,17.1,30.7,33.5,80.5,0,4.8
Adilabad,Bazarhathnoor,19-Feb-21,0.3,16.2,28.7,37.3,88.8,0,7.4
Adilabad,Bazarhathnoor,20-Feb-21,1.7,11.8,23.7,57.9,93.2,0.1,7.8
Adilabad,Bazarhathnoor,21-Feb-21,0,15.4,28.2,47,81.4,0,6.4
Adilabad,Bazarhathnoor,22-Feb-21,0,14,29.8,42.3,84,0,4.5
Adilabad,Bazarhathnoor,23-Feb-21,0,13.3,32.6,22.6,74.5,0,5.1
Adilabad,Bazarhathnoor,24-Feb-21,0,12.5,33.9,25.3,78.5,0,1.1
Adilabad,Bazarhathnoor,25-Feb-21,0,12.8,36.1,21.5,74.5,0,4.4
Adilabad,Bazarhathnoor,26-Feb-21,0,14.2,36.5,19.4,70.9,0,15.5
Adilabad,Bazarhathnoor,27-Feb-21,0,15.2,35.4,28.7,71.5,0,13.9
Adilabad,Bazarhathnoor,28-Feb-21,0,14.8,35.3,21.5,64.3,0,14.9
Adilabad,Bazarhathnoor,01-Mar-21,0,21.8,37.2,16.2,64.7,0,12
Adilabad,Bazarhathnoor,02-Mar-21,0,16.6,36.4,20.1,70.5,0,9.1
Adilabad,Bazarhathnoor,03-Mar-21,0,17.5,35.2,18.7,56.6,0,5
Adilabad,Bazarhathnoor,04-Mar-21,0,13.7,34.9,19.2,63.4,0,3.4
Adilabad,Bazarhathnoor,05-Mar-21,0,14.6,35.8,14.7,73.1,0,5.6
Adilabad,Bazarhathnoor,06-Mar-21,0,13.9,35.9,16.7,64.7,0,6.9
Adilabad,Bazarhathnoor,07-Mar-21,0,14.6,36.2,14.7,61.4,0,10.6
Adilabad,Bazarhathnoor,08-Mar-21,0,15.9,36.5,18.1,69.2,0,3.4
Adilabad,Bazarhathnoor,09-Mar-21,0,16.5,34,24.6,76.4,0,8.2
Adilabad,Bazarhathnoor,10-Mar-21,0,19.1,35.4,29.6,73.8,0,7.2
Adilabad,Bazarhathnoor,11-Mar-21,0,17.6,34.9,26.2,77.1,0,13.2
Adilabad,Bazarhathnoor,12-Mar-21,0,18.3,35.3,23.5,77.3,0,14.9
Adilabad,Bazarhathnoor,13-Mar-21,0,19.8,34.2,27.3,71.9,0,15.7
Adilabad,Bazarhathnoor,14-Mar-21,0,15.6,33.7,25.6,68.8,0,5.7
Adilabad,Bazarhathnoor,15-Mar-21,0,18.2,34.6,24.2,65.6,0,5.1
Adilabad,Bazarhathnoor,16-Mar-21,0,19.8,35.5,23.5,73.7,0,8.6
Adilabad,Bazarhathnoor,17-Mar-21,0,18.8,36.9,23.7,67.9,0,5.4
Adilabad,Bazarhathnoor,18-Mar-21,0,22,35.3,26.9,72.9,0,5.2
Adilabad,Bazarhathnoor,19-Mar-21,0,23.8,33.8,31.7,65.3,0,15.6
Adilabad,Bazarhathnoor,20-Mar-21,0,21.6,35.1,26.9,64.2,0,9.9
Adilabad,Bazarhathnoor,21-Mar-21,0,20.4,33.3,33.4,65.6,0,14.2
Adilabad,Bazarhathnoor,22-Mar-21,0,19.4,35.9,24.9,61.8,0,9.5
Adilabad,Bazarhathnoor,23-Mar-21,0,23.3,34.3,31.4,60.4,0,11.7
Adilabad,Bazarhathnoor,24-Mar-21,0,16.8,32,37.2,67.8,0,14.7
Adilabad,Bazarhathnoor,25-Mar-21,0,19.4,34.7,30,61.8,0,7.6
Adilabad,Bazarhathnoor,26-Mar-21,0,21.2,36.3,25.6,58.9,0,8
Adilabad,Bazarhathnoor,27-Mar-21,0,20.7,37.2,24.2,33.1,0.6,11.5
Adilabad,Bazarhathnoor,28-Mar-21,0,20.1,37.6,13.9,34.2,0,14.7
Adilabad,Bazarhathnoor,29-Mar-21,0,20.9,39,12.2,41.9,0,13.8
Adilabad,Bazarhathnoor,30-Mar-21,0,23.2,40,12.7,35.3,0,16.1
Adilabad,Bazarhathnoor,31-Mar-21,0,23.6,39.2,14.1,63.3,1.3,15.5
Adilabad,Boath,01-Jan-21,0,11.2,29.7,39.2,91.9,0,1.5
Adilabad,Boath,02-Jan-21,0,11.5,29,49.8,94.4,0,1.6
Adilabad,Boath,03-Jan-21,0,9.2,29.5,46.1,95.4,0,1.5
Adilabad,Boath,04-Jan-21,0,10.9,28.6,46.5,94.6,0,1.3
Adilabad,Boath,05-Jan-21,0,12.5,29.5,43.5,94.4,0,2.1
Adilabad,Boath,06-Jan-21,0,14,29.2,47.4,92,0,1.3
Adilabad,Boath,07-Jan-21,0,18.3,30.8,54.8,91.3,0,1.7
Adilabad,Boath,08-Jan-21,0,19.7,26.8,63.8,90.9,0,1.5
Adilabad,Boath,09-Jan-21,0,14.7,30.8,46,93.1,0,1.5
Adilabad,Boath,10-Jan-21,0,12.5,31.9,23.2,88.6,0,2.6
Adilabad,Boath,11-Jan-21,0,13.1,32.6,22.9,84,0,1.3
Adilabad,Boath,12-Jan-21,0,14.7,33.6,34.1,91.5,0,1.6
Adilabad,Boath,13-Jan-21,0,14.7,32.7,36.7,91.6,0,1.4
Adilabad,Boath,14-Jan-21,0,12.9,31.9,31.9,91.9,0,1.4
Adilabad,Boath,15-Jan-21,0,11.3,31.9,31.9,90.7,0,1.7
Adilabad,Boath,16-Jan-21,0,12.4,32,33.5,91.4,0,1.5
Adilabad,Boath,17-Jan-21,0,13.1,32.2,35.2,92.4,0,1.5
Adilabad,Boath,18-Jan-21,0,12.5,30.9,37.3,92.9,0,5
Adilabad,Boath,19-Jan-21,0,13.9,30.3,40.9,93.4,0,3
Adilabad,Boath,20-Jan-21,0,13.5,31.2,40.1,91.2,0,2.4
Adilabad,Boath,21-Jan-21,0,15.6,33.3,38,86.3,0,4.3
Adilabad,Boath,22-Jan-21,0,11.2,31.8,36,87,0,7
Adilabad,Boath,23-Jan-21,0,11.7,33.5,29.2,85.8,0,4.9
Adilabad,Boath,24-Jan-21,0,14.2,32.8,37.8,91.1,0.1,3.5
Adilabad,Boath,25-Jan-21,0,15.3,34,42,91.7,0,7.5
Adilabad,Boath,26-Jan-21,0,14,32.9,39.4,92.3,0,4.2
Adilabad,Boath,27-Jan-21,0,15.6,32.5,41.1,89.1,0,4.8
Adilabad,Boath,28-Jan-21,0,15.8,32.6,40.8,92.6,0.1,3.4
Adilabad,Boath,29-Jan-21,0,15.1,32,44.3,90.2,0,5.9
Adilabad,Boath,30-Jan-21,0,15.1,32.4,43.7,83.3,0.1,8.6
Adilabad,Boath,31-Jan-21,0,11.5,28.3,38.8,83.6,0,5.6
Adilabad,Boath,01-Feb-21,0,11.7,31,33.6,82.6,0,5.8
Adilabad,Boath,02-Feb-21,0,8.7,31.5,26.6,83,0.1,5.5
Adilabad,Boath,03-Feb-21,0,8.6,31.7,17.3,80.7,0.1,6.1
Adilabad,Boath,04-Feb-21,0,7.8,32.5,15.7,85,0.1,6
Adilabad,Boath,05-Feb-21,0,8.4,31.3,19.1,86.3,0,8.9
Adilabad,Boath,06-Feb-21,0,11.4,33,22.3,82.5,0,5.8
Adilabad,Boath,07-Feb-21,0,11.7,30.6,29.9,75,0.1,5.2
Adilabad,Boath,08-Feb-21,0,6.7,29.2,29.2,81.4,0.1,5.9
Adilabad,Boath,09-Feb-21,0,6,29.6,19.2,79,0.2,5.8
Adilabad,Boath,10-Feb-21,0,7.8,33.1,17.6,81,0,4.2
Adilabad,Boath,11-Feb-21,0,9.2,33.4,18.2,78.9,0,3.4
Adilabad,Boath,12-Feb-21,0,10.8,33.2,19.5,81.5,0,4.9
Adilabad,Boath,13-Feb-21,0,11.7,33.8,31.1,84.8,0,5
Adilabad,Boath,14-Feb-21,0,13.3,34.2,32.4,85.7,0,5.6
Adilabad,Boath,15-Feb-21,0,15.5,33.7,31.2,79,0,5.2
Adilabad,Boath,16-Feb-21,0,13.7,33.9,31.1,83.9,0,7.5
Adilabad,Boath,17-Feb-21,0,16,34.4,29.8,82.6,0,6.4
Adilabad,Boath,18-Feb-21,0,15.5,32,33.9,88.6,0,4.8
Adilabad,Boath,19-Feb-21,1.3,15.4,29,33.6,91.9,0,7.4
Adilabad,Boath,20-Feb-21,2.1,11.8,24.1,58.8,95.4,0.1,7.8
Adilabad,Boath,21-Feb-21,0,13.5,30.2,35.6,90,0,6.4
Adilabad,Boath,22-Feb-21,0,14.8,32.1,35.1,89.6,0,6.4
Adilabad,Boath,23-Feb-21,0,12,33.9,21.9,82.3,0,10.4
Adilabad,Boath,24-Feb-21,0,12.3,35.9,23.3,84.6,0,1.6
Adilabad,Boath,25-Feb-21,0,13.8,36.7,21.8,82.7,0,2.4
Adilabad,Boath,26-Feb-21,0,14.6,36.3,18.8,80.3,0,1.9
Adilabad,Boath,27-Feb-21,0,16.1,36.8,25.3,76.2,0,1.8
Adilabad,Boath,28-Feb-21,0,14.5,36,18.6,60.7,0,5.7
Adilabad,Boath,01-Mar-21,0,22.2,36.4,15.1,62.3,0,2.3
Adilabad,Boath,02-Mar-21,0,17.4,37.4,18.9,79.8,0,12.8
Adilabad,Boath,03-Mar-21,0,15.2,36.5,17.3,68.9,0,14.7
Adilabad,Boath,04-Mar-21,0,14.2,35.6,15.8,65.5,0,8.1
Adilabad,Boath,05-Mar-21,0,14.6,36.4,12.6,66.6,0,9.4
Adilabad,Boath,06-Mar-21,0,16.5,35.8,17.1,69.2,0,14.4
Adilabad,Boath,07-Mar-21,0,14.6,36.9,13.6,62.7,0,11.8
Adilabad,Boath,08-Mar-21,0,16.1,37.1,17.3,70.9,0,15.1
Adilabad,Boath,09-Mar-21,0,17.3,35.8,19.2,76.6,0,15.2
Adilabad,Boath,10-Mar-21,0,19.8,35.4,24,75.4,0,14.1
Adilabad,Boath,11-Mar-21,0,18.2,35.9,22.3,77.9,0,15.4
Adilabad,Boath,12-Mar-21,0,17.9,35.3,16.6,78.9,0,31.8
Adilabad,Boath,13-Mar-21,0,19.8,34.8,22.2,82.9,0,19.8
Adilabad,Boath,14-Mar-21,0,15.2,33.8,23.8,76.8,0,14.6
Adilabad,Boath,15-Mar-21,0,17.7,34.9,19.2,61.4,0,12.5
Adilabad,Boath,16-Mar-21,0,18.6,35.8,20.7,74.2,0,23.4
Adilabad,Boath,17-Mar-21,0,19.1,35.7,24.2,68.3,0,13.5
Adilabad,Boath,18-Mar-21,0,23.3,36.2,23.2,71.1,0,11.8
Adilabad,Boath,19-Mar-21,0,22.8,35.5,28.2,69,0,29.3
Adilabad,Boath,20-Mar-21,0,22.1,34.5,22.6,64,0.1,15.2
Adilabad,Boath,21-Mar-21,0,20.6,34.1,26.8,65.1,0,26.2
Adilabad,Boath,22-Mar-21,0,19.9,35.4,19.3,62.5,0,15.2
Adilabad,Boath,23-Mar-21,0,23.1,34.9,27,57.8,0,22
Adilabad,Boath,24-Mar-21,0,16.6,32.4,30.9,73.9,0,28.3
Adilabad,Boath,25-Mar-21,0,19.5,35.4,25.7,67.1,0,19.6
Adilabad,Boath,26-Mar-21,0,21.6,37,22.1,58.3,0,19.6
Adilabad,Boath,27-Mar-21,0,17.5,37.5,19.4,48,1.9,27.2
Adilabad,Boath,28-Mar-21,0,18.3,37.8,14.5,38.1,0,17.3
Adilabad,Boath,29-Mar-21,0,20.8,39.2,12.6,48.3,0,18.5
Adilabad,Boath,30-Mar-21,0,21.1,40.8,12.7,40,0,23.3
Adilabad,Boath,31-Mar-21,0,22.5,39.8,14.7,63.3,2.1,19
Adilabad,Neradigonda,01-Jan-21,0,11.3,29.2,40.9,89.4,0,11
Adilabad,Neradigonda,02-Jan-21,0,11.6,28.5,51,93.3,0,9
Adilabad,Neradigonda,03-Jan-21,0,9.3,29.5,47.8,93.2,0,6.6
Adilabad,Neradigonda,04-Jan-21,0,11,28.6,47.7,93.7,0,7.5
Adilabad,Neradigonda,05-Jan-21,0,12.6,29.1,46,90.3,0,8.6
Adilabad,Neradigonda,06-Jan-21,0,14.7,28.5,50.9,91.7,0,7.1
Adilabad,Neradigonda,07-Jan-21,0,19,30.4,55.4,96,0,7.3
Adilabad,Neradigonda,08-Jan-21,0,20,27.7,65.7,96.5,0,7.3
Adilabad,Neradigonda,09-Jan-21,0,15.4,32,44,98.7,0,7.8
Adilabad,Neradigonda,10-Jan-21,0,13.6,31.7,25.4,94.4,0,8.8
Adilabad,Neradigonda,11-Jan-21,0,14.3,34.7,23.7,84.6,0,6
Adilabad,Neradigonda,12-Jan-21,0,15.4,33.5,37.5,95.5,0,6.5
Adilabad,Neradigonda,13-Jan-21,0,15.1,33.9,36.9,98.4,0,9.4
Adilabad,Neradigonda,14-Jan-21,0,14.9,33.1,36.3,90.2,0,9.4
Adilabad,Neradigonda,15-Jan-21,0,11.4,33,33.8,88.4,0,8.6
Adilabad,Neradigonda,16-Jan-21,0,12.9,31.9,34.3,90.9,0,8.2
Adilabad,Neradigonda,17-Jan-21,0,13.7,31.6,36.9,100,0,9.2
Adilabad,Neradigonda,18-Jan-21,0,13.2,32.2,38.2,93.9,0,8.3
Adilabad,Neradigonda,19-Jan-21,0,14.7,30.4,42,96.9,0,10.6
Adilabad,Neradigonda,20-Jan-21,0,14.2,31.2,41.3,90.8,0,8.4
Adilabad,Neradigonda,21-Jan-21,0,16.2,32.5,38.7,85.7,0,9
Adilabad,Neradigonda,22-Jan-21,0,11.3,31.5,37.1,85.3,0,9.6
Adilabad,Neradigonda,23-Jan-21,0,11.8,33.1,30.2,83.8,0,8.9
Adilabad,Neradigonda,24-Jan-21,0,15.2,34.1,36,90.3,0,7.6
Adilabad,Neradigonda,25-Jan-21,0,15.6,33.3,43.6,91.4,0,9.9
Adilabad,Neradigonda,26-Jan-21,0,14.7,33.1,41.3,92.2,0,7.2
Adilabad,Neradigonda,27-Jan-21,0,15.8,32.2,41.8,86.1,0,10.3
Adilabad,Neradigonda,28-Jan-21,0,16.6,32,41.1,91.9,0,8.9
Adilabad,Neradigonda,29-Jan-21,0,16.6,31.8,46,88.9,0,9.5
Adilabad,Neradigonda,30-Jan-21,0,13.9,31.3,45.4,89.7,0,10.2
Adilabad,Neradigonda,31-Jan-21,0,13,27.9,39.8,68.8,0,12.9
Adilabad,Neradigonda,01-Feb-21,0,13.2,29.3,34.3,73.4,0,6.7
Adilabad,Neradigonda,02-Feb-21,0,10.3,30.6,26.6,76,0,9.5
Adilabad,Neradigonda,03-Feb-21,0,9.8,31,19,83.5,0,9.6
Adilabad,Neradigonda,04-Feb-21,0,10.4,30.8,15.5,81.6,0,11.9
Adilabad,Neradigonda,05-Feb-21,0,10.9,30.3,21.1,85.3,0,7.7
Adilabad,Neradigonda,06-Feb-21,0,12.8,30.7,23.9,79.4,0,6.8
Adilabad,Neradigonda,07-Feb-21,0,12.1,30.4,30.1,74.3,0,10.7
Adilabad,Neradigonda,08-Feb-21,0,8.9,27.9,29.8,70,0,12.1
Adilabad,Neradigonda,09-Feb-21,0,8.6,28.7,20.2,79.6,0,12.3
Adilabad,Neradigonda,10-Feb-21,0,10.3,31.9,16.5,77.4,0,8.5
Adilabad,Neradigonda,11-Feb-21,0,10.6,31.6,20.4,80.2,0,6.3
